,REP,Nitro,Weed,HYB,Code,FDT,FDS,RTA,RLA,SDI,PHT,EHT,SDL,SDS,GWT,MST,TWT,YIELD,PROT,OIL,STR
155,3,N3,WMINUS,PHW52*Q381,UIUC8,1.845,1.79375,52.4825,1.8175,167.875,230,95,24.866,22.3,6.25049776,15.3,58.2,118.6650806,10.1,4.1,70
156,3,N3,WMINUS,PHHB9*Q381,UIUC5,1.896666667,1.7775,50.01083333,-2.166666667,184.3333333,237,95,23.228,20.236,8.76793336,15.8,59,163.2319727,9,3.8,71.2
157,3,N3,WMINUS,PHHB9*PHM49,UIUC1,1.89,1.749166667,80.22083333,2.220833333,118,247,110,25.586,22.694,10.43715192,16.2,61.7,184.9220795,8.9,3.4,71.8
158,3,N2,WPLUS,PHHB9*PHZ51,UIUC4,1.83,1.7125,103.7541667,3.4875,113.8333333,250,133,23.452,21.61,8.75886152,15.5,62.6,154.2332268,8.8,3.6,71.4
159,3,N3,WMINUS,PHP38*Q381,UIUC6,1.89,1.745,68.93083333,1.38,142,245,95,24.276,21.022,8.94483424,15.5,59.9,164.6076795,9.4,4,70.8
160,3,N3,WMINUS,PHHB9*PHW30,UIUC3,1.886666667,1.7625,91.57416667,3.098333333,127.6666667,270,122,25.916,22.474,10.84992064,15.1,60.6,198.2939832,9.4,3.8,70.7
161,3,N2,WMINUS,461.2B24,ORG2,1.883333333,1.784166667,113.3908333,1.894166667,98.66666667,220,115,24.128,21.624,3.33843712,20.6,55.7,62.08067309,11.5,4.1,68.1
162,3,N3,WPLUS,PHHB9*PHZ51,UIUC4,1.883333333,1.735833333,90.49916667,0.194166667,90.5,265,114,23.936,21.902,9.3439952,15,57.9,178.9455396,8.6,3.6,71.7
163,3,N2,WMINUS,PHHB9*PHM49,UIUC1,1.903333333,1.740833333,80.16416667,-0.083333333,146.6666667,255,140,23.958,22.206,8.8223644,17.2,60.2,158.2948358,8.3,3.6,71.9
164,3,N2,WMINUS,PHP38*Q381,UIUC6,1.92,1.761666667,81.70916667,0.025,112.6666667,245,96,22.934,20.038,9.3439952,14.5,60.7,171.6951152,8.6,3.9,71.3
165,3,N2,WMINUS,PHW52*Q381,UIUC8,1.833333333,1.774166667,87.63083333,1.8025,99.91666667,235,105,22.55,19.94,6.35935984,14.5,59.3,119.6114432,9.2,4.2,70.4
166,3,N2,WMINUS,PHHB9*PHR63,UIUC2,1.866666667,1.7675,71.79666667,0.756666667,173.5,241,114,21.764,19.696,10.89074392,15.4,59.5,202.0034807,8.2,3.6,72
167,3,N2,WMINUS,PHHB9*Q381,UIUC5,1.916666667,1.770833333,70.32916667,0.614166667,105.9166667,230,103,22.93,20.378,9.11266328,14.8,61.6,164.4190425,8.4,3.3,72.2
168,3,N2,WMINUS,PHHB9*PHW30,UIUC3,1.88,1.7525,81.96833333,3.1975,132.9166667,260,117,25.314,22.54,9.53450384,15.4,60.2,174.7913267,8.6,3.3,71.8
169,3,N2,WMINUS,17.461,ORG1,1.943333333,1.785,66.99916667,-0.884166667,98.25,265,120,21.262,18.994,9.38481848,15.1,56.1,185.275765,9.7,5,68.5
170,3,N2,WMINUS,PHW52*LH185,UIUC7,1.903333333,1.79,82.11,1.024166667,96.5,250,112,23.558,20.972,10.60498096,15.2,57.2,205.0962056,8,3.3,72.4
171,3,N2,WPLUS,461.2B24,ORG2,1.87,1.75,85.09166667,3.533333333,103.3333333,218,100,23.818,20.838,5.88762416,15.9,57.4,112.5309775,10.3,4.6,68.7
172,3,N3,WMINUS,PHHB9*PHZ51,UIUC4,1.833333333,1.684166667,94.15916667,2.011666667,129,270,123,24.5,21.666,9.07184,14.8,61.5,163.9486217,9.1,3.7,71.2
173,3,N2,WPLUS,PHHB9*PHM49,UIUC1,1.91,1.735833333,77.5925,-0.145,112.9166667,232,125,23.25,21.296,8.64999944,16.9,58.7,159.7448666,8,3.5,72.1
174,3,N2,WPLUS,PHP38*Q381,UIUC6,1.9,1.776666667,80.17583333,-0.438333333,114.75,237,115,21.852,19.386,8.10568904,14.9,60,149.9740631,8.3,3.7,71.9
175,3,N2,WPLUS,PHW52*Q381,UIUC8,1.846666667,1.794166667,115.345,2.183333333,85.33333333,237,95,22.198,19.446,5.99195032,14.9,58.2,114.2938043,9.1,3.7,71.1
176,3,N2,WPLUS,PHHB9*PHR63,UIUC2,1.906666667,1.7575,108.0341667,0.865833333,107.25,240,100,22.03,20.468,9.47553688,15.1,60.5,173.4618808,8.4,3.4,72
177,3,N2,WPLUS,PHHB9*Q381,UIUC5,1.84,1.77125,60.8025,1.655,160.875,232,120,21.414,19.362,8.60464024,14.8,60.8,157.2956244,8.6,3.5,71.8
178,3,N2,WPLUS,PHHB9*PHW30,UIUC3,1.873333333,1.735,88.2125,1.433333333,123.5,262,115,25.116,22.148,9.7068688,19.9,60.7,167.0978622,8.5,3.4,71.9
179,3,N2,WPLUS,17.461,ORG1,1.916666667,1.744166667,64.51583333,0.5125,99.75,245,125,21.892,19.358,8.7770052,14.7,53.3,183.2382295,9.3,5.2,68.6
181,4,N2,WPLUS,PHHB9*PHR63,UIUC2,1.876666667,1.72,88.07833333,2.435,117.0833333,215,85,23.062,20.69,8.35516464,16.7,60.8,149.3290642,8.7,3.6,71.7
182,4,N2,WPLUS,17.461,ORG1,1.93,1.775,78.985,-0.72,94.5,240,115,19.918,17.756,9.28502824,15.4,57.9,176.9794892,10.1,4.5,68.8
183,4,N1,WMINUS,PHHB9*PHZ51,UIUC4,1.833333333,1.689166667,78.18666667,3.015833333,119,265,105,25.334,22.986,10.32375392,15.3,59.2,192.6847113,7.5,3.3,72.5
184,4,N2,WPLUS,461.2B24,ORG2,1.893333333,1.739166667,62.70333333,1.1475,107.5833333,245,115,22.742,20.596,6.8945984,15.1,55,138.8359333,10.1,4.1,69.4
185,4,N2,WPLUS,PHHB9*PHW30,UIUC3,1.906666667,1.756666667,71.9875,-0.200833333,122.6666667,260,124,22.748,20.566,9.73862024,15.6,59.8,179.3026063,8.4,3.3,72.2
186,4,N2,WPLUS,PHHB9*PHM49,UIUC1,1.866666667,1.731666667,108.0358333,1.965833333,111.8333333,240,105,24.18,22.256,8.83597216,16.3,60.5,159.4675534,8,3.6,72.1
187,4,N2,WPLUS,PHP38*Q381,UIUC6,1.88,1.783333333,68.99833333,0.719166667,112.5,237,111,21.164,18.04,8.7543256,15.3,60.7,159.3548639,8.5,3.8,71.6
188,4,N2,WPLUS,PHHB9*Q381,UIUC5,1.853333333,1.718333333,55.51833333,0.466666667,94.58333333,227,85,21.92,19.036,8.7089664,17,60.8,155.0918717,8.1,3.4,72.5
189,4,N2,WPLUS,PHW52*Q381,UIUC8,1.886666667,1.7475,63.23583333,0.36,98.58333333,222,80,20.83,18.438,5.6472204,15.1,58.3,107.2807454,9.4,3.7,71.1
191,4,N2,WMINUS,PHHB9*PHR63,UIUC2,1.856666667,1.7075,89.5675,3.391666667,130.6666667,225,103,24.874,22.098,8.25083848,17.5,59.9,148.2426332,9.1,3.6,71.3
192,4,N2,WMINUS,17.461,ORG1,1.916666667,1.76,61.9075,-0.999166667,98.66666667,253,100,22.898,20.08,9.00833712,15.2,57.3,173.91369,9.4,4.5,69.4
193,4,N1,WPLUS,PHHB9*PHZ51,UIUC4,1.816666667,1.706666667,95.99166667,2.650833333,135,255,118,22.904,20.862,7.70199216,14.8,57.1,149.9182375,9,3.5,71.3
194,4,N2,WMINUS,461.2B24,ORG2,1.863333333,1.7175,82.96583333,1.866666667,96.83333333,250,130,22.782,20.272,7.52055536,15.8,56.9,145.1769428,10.1,4.7,68.8
195,4,N2,WMINUS,PHHB9*PHW30,UIUC3,1.88,1.795,77.29083333,0.124166667,147.25,274,120,23.268,21.372,10.51426256,15.7,60.7,190.4871177,8.8,3.4,71.6
